Unnamed: 0,timestamp,Username,no. of likes,no. of comments,ID,food,cuisine,no. of scrapped comments,sentiment score,no. of followers (thousands)
367,27/6/2020,misstamchiak,271,0,367,chilli crab,Seafood,1,0,154
368,26/6/2020,misstamchiak,384,0,368,cereal prawns,Cross-cultural,1,0,154
369,26/6/2020,misstamchiak,404,2,369,rawon,Malay,2,0.3982,154
370,26/6/2020,misstamchiak,252,2,370,,,1,0.9565,154
371,25/6/2020,misstamchiak,921,5,371,soto,Malay,5,0.10212,154
372,25/6/2020,misstamchiak,202,0,372,gyoza,Japanese,1,0,154
373,25/6/2020,misstamchiak,352,1,373,chilli crab,Seafood,1,0.9921,154
374,25/6/2020,misstamchiak,766,6,374,,,5,0,154
375,24/6/2020,misstamchiak,599,5,375,,,3,0.276333333,154
376,24/6/2020,misstamchiak,927,7,376,oyster omelette,Seafood,6,0.132616667,154
377,24/6/2020,misstamchiak,188,1,377,edamame,Japanese,1,0,154
378,24/6/2020,misstamchiak,1375,8,378,,,7,0.227657143,154
379,23/6/2020,misstamchiak,413,1,379,,,1,0,154
380,23/6/2020,misstamchiak,196,0,380,gyoza,Japanese,1,0,154
381,23/6/2020,misstamchiak,885,15,381,,,10,0.27037,154
382,22/6/2020,misstamchiak,832,7,382,tofu,Japanese,6,0,154
383,22/6/2020,misstamchiak,593,6,383,,,4,0,154
384,21/6/2020,misstamchiak,205,0,384,,,1,0,154
385,21/6/2020,misstamchiak,1439,11,385,,,8,0.22785,154
386,20/6/2020,misstamchiak,442,3,386,,,3,0.5305,154
387,20/6/2020,misstamchiak,823,9,387,chilli crab,Seafood,6,0.243866667,154
388,20/6/2020,misstamchiak,465,6,388,tofu,Japanese,6,0.285516667,154
389,20/6/2020,misstamchiak,495,3,389,,,3,0,154
390,19/6/2020,misstamchiak,630,2,390,sambal,Malay,2,0.2202,154
391,19/6/2020,misstamchiak,337,14,391,oden,Japanese,10,0.28728,154
392,19/6/2020,misstamchiak,463,3,392,,,3,0.2546,154
393,19/6/2020,misstamchiak,1045,10,393,,,10,0.02532,154
394,18/6/2020,misstamchiak,230,1,394,,,1,0,154
395,18/6/2020,misstamchiak,275,4,395,bandung,Drinks and beverages,4,0,154
396,17/6/2020,misstamchiak,186,0,396,bak kut teh,Chinese,1,0,154
397,17/6/2020,misstamchiak,991,6,397,,,6,0.218533333,154
398,17/6/2020,misstamchiak,656,15,398,oden,Japanese,11,0.3363,154
399,16/6/2020,misstamchiak,587,3,399,chilli crab,Seafood,3,0.2395,154
400,16/6/2020,misstamchiak,455,8,400,yakitori,Japanese,7,0.155428571,154
401,15/6/2020,misstamchiak,488,1,401,,,1,0,154
402,15/6/2020,misstamchiak,295,4,402,bandung,Drinks and beverages,4,0,154
403,15/6/2020,misstamchiak,479,6,403,rib,Western,5,0.1345,154
404,15/6/2020,misstamchiak,862,28,404,,,16,0.0876875,154
405,14/6/2020,misstamchiak,393,5,405,,,5,0.35638,154
406,13/6/2020,misstamchiak,315,4,406,,,4,0.561,154
407,13/6/2020,misstamchiak,1086,8,407,,,7,0.022057143,154
408,12/6/2020,misstamchiak,666,2,408,,,2,0.31845,154
409,12/6/2020,misstamchiak,855,10,409,tofu,Japanese,7,0.323785714,154
410,11/6/2020,misstamchiak,461,6,410,rib,Western,6,0.099983333,154
411,11/6/2020,misstamchiak,371,16,411,,,10,0.00222,154
412,10/6/2020,misstamchiak,549,5,412,,,5,0,154
413,10/6/2020,misstamchiak,688,8,413,popiah,Chinese,7,0.1816,154
414,9/6/2020,misstamchiak,781,8,414,kuih,,6,0.1725,154
415,9/6/2020,misstamchiak,667,8,415,tofu,Japanese,7,0.032957143,154
416,8/6/2020,misstamchiak,318,3,416,popiah,Chinese,2,0.3517,154
417,7/6/2020,misstamchiak,745,3,417,,,3,0.386466667,154
418,7/6/2020,misstamchiak,1210,15,418,,,13,0.264969231,154
419,6/6/2020,misstamchiak,1075,8,419,salted egg,Snacks,8,0.0713625,154
420,6/6/2020,misstamchiak,1045,10,420,ramen,Japanese,9,0.2411,154
421,6/6/2020,misstamchiak,261,2,421,rib,Western,2,0,154
422,6/6/2020,misstamchiak,855,13,422,sambal,Malay,7,0.157328571,154
